A080814 | A060455 | 0T | 0.194444444444444 | 0
A102910 | A047967 | PM | 0.0416666666666667 | 0
A102910 | A220477 | PM | 0.0476190476190476 | 0
A102910 | A033438 | PM | 0.0425531914893617 | 0
A102910 | A000065 | PM | 0.0416666666666667 | 0
A102910 | A118015 | PM | 0.0338983050847458 | 0
A102910 | A054360 | PM | 0.08 | 0
A102910 | A239910 | PM | 0.1 | 0
A102910 | A001419 | PM | 0.0769230769230769 | 0
A102910 | A056827 | PM | 0.0357142857142857 | 0
A102910 | A033439 | PM | 0.0363636363636364 | 0
A102910 | A105479 | PM | 0.0869565217391304 | 0
A102910 | A033436 | PM | 0.0416666666666667 | 0
A102910 | A002265 | PM | 0.025 | 0
A102910 | A049284 | PM | 0.05 | 0
A102910 | A000071 | PM | 0.0526315789473684 | 0
A102910 | A000719 | PM | 0.105263157894737 | 0
A102910 | A022559 | PM | 0.03125 | 0
A102910 | A010762 | PM | 0.0344827586206897 | 0
A102910 | A000749 | PM | 0.0588235294117647 | 0
A102910 | A049285 | PM | 0.05 | 0
A102910 | A171973 | PM | 0.0425531914893617 | 0
A102910 | A036506 | PM | 0.105263157894737 | 0
A102910 | A008217 | PM | 0.0277777777777778 | 0
A102910 | A030179 | PM | 0.0526315789473684 | 0
A102910 | A139748 | PM | 0.0571428571428571 | 0
A102910 | A000212 | PM | 0.037037037037037 | 0
A102910 | A174286 | PM | 0.25 | 0
A102910 | A037955 | PM | 0.0625 | 0
A102910 | A173126 | PM | 0.0571428571428571 | 0
A102910 | A053509 | PM | 0.1 | 0
A102910 | A110660 | PM | 0.0344827586206897 | 0
A102910 | A000588 | PM | 0.0714285714285714 | 0
A102910 | A033312 | PM | 0.0952380952380952 | 0
A102910 | A130256 | PM | 0.0198019801980198 | 0
A102910 | A113405 | PM | 0.0555555555555556 | 0
A102910 | A002266 | PM | 0.0240963855421687 | 0
A102910 | A002415 | PM | 0.0476190476190476 | 0
A102910 | A036362 | PM | 0.105263157894737 | 0
A102910 | A132090 | PM | 0.019047619047619 | 0
A102910 | A139714 | PM | 0.0571428571428571 | 0
A102910 | A076664 | PM | 0.0434782608695652 | 0
A102910 | A110532 | PM | 0.027027027027027 | 0
A102910 | A007290 | PM | 0.0465116279069767 | 0
A102910 | A000701 | PM | 0.0408163265306122 | 0
A102910 | A052928 | PM | 0.027027027027027 | 0
A102910 | A139761 | PM | 0.0571428571428571 | 0
A102910 | A059995 | PM | 0.0194174757281553 | 0
A102910 | A169810 | PM | 0.0384615384615385 | 0
A102910 | A033444 | PM | 0.037037037037037 | 0
A001789 | A048766 | PM | 0.247619047619048 | 0
A101094 | A055642 | 0T | 0.292452830188679 | 0
A245031 | A040000 | PM | 0.19047619047619 | 0
A122214 | A130260 | PM | 0.0891089108910891 | 0
A015356 | A206244 | 0T | 0.13953488372093 | 0
A027941 | A130255 | PM | 0.28 | 0.828125
A008861 | A029837 | PM | 0.323809523809524 | 0.805755395683453
A001475 | A130255 | 0T | 0.26 | 0
A008862 | A029837 | PM | 0.323809523809524 | 0.805755395683453
A006218 | A061017 | PM | 0.779220779220779 | 0.737226277372263
A054519 | A061017 | 0T | 0.597402597402597 | 0
A096954 | A091194 | PM | 0.0813953488372093 | 0
A096954 | A059995 | PM | 0.0679611650485437 | 0
A008578 | A036234 | 0T | 0.842857142857143 | 0
A008791 | A040000 | PM | 0.152380952380952 | 0.884297520661157
A006558 | A040000 | 0T | 0.0857142857142857 | 0
A130255 | A027941 | PM | 0.214285714285714 | 0.828125
A095114 | A001462 | 0T | 0.69047619047619 | 0
A181174 | A040000 | 0T | 0.133333333333333 | 0
A135652 | A000322 | 0T | 0.171428571428571 | 0
A135652 | A060455 | 0T | 0.166666666666667 | 0
A135652 | A058367 | 0T | 0.122448979591837 | 0
A135652 | A172033 | 0T | 0.0882352941176471 | 0
A135652 | A005708 | 0T | 0.111111111111111 | 0
A135652 | A187243 | 0T | 0.075 | 0
A135652 | A058364 | 0T | 0.113207547169811 | 0
A135652 | A000383 | 0T | 0.162162162162162 | 0
A135652 | A005710 | 0T | 0.107142857142857 | 0
A135652 | A058366 | 0T | 0.12 | 0
A135652 | A206244 | 0T | 0.0697674418604651 | 0
A135652 | A005709 | 0T | 0.122448979591837 | 0
A135652 | A055642 | 0T | 0.0566037735849057 | 0
A135652 | A048766 | PM | 0.0571428571428571 | 0
A135652 | A137588 | PM | 0.0697674418604651 | 0
A135652 | A058365 | 0T | 0.117647058823529 | 0
A135652 | A003520 | 0T | 0.117647058823529 | 0
A135652 | A139398 | 0T | 0.166666666666667 | 0
A049670 | A040000 | PM | 0.152380952380952 | 0.884297520661157
A131577 | A070941 | PM | 0.376344086021505 | 0.7890625
A002088 | A038567 | PM | 0.730769230769231 | 0.696296296296296
A000523 | A000225 | 0F | 0.181818181818182 | 0
A038567 | A002088 | PM | 0.280701754385965 | 0.696296296296296
A193427 | A048766 | PM | 0.228571428571429 | 0
A130260 | A055588 | PM | 0.214285714285714 | 0.829457364341085
A003056 | A000217 | 0F | 0.222222222222222 | 0
A174284 | A000523 | PM | 0.0761904761904762 | 0
A174284 | A000194 | 0T | 0.0816326530612245 | 0
A000225 | A029837 | 0F | 0.314285714285714 | 0
A059332 | A040000 | 0T | 0.0952380952380952 | 0
A125149 | A130255 | 0T | 0.05 | 0
A125149 | A040000 | 0T | 0.0476190476190476 | 0
A125149 | A074286 | PM | 0.0714285714285714 | 0
A100772 | A000523 | PM | 0.0761904761904762 | 0
A100772 | A000194 | 0T | 0.0816326530612245 | 0
A010050 | A040000 | 0T | 0.152380952380952 | 0
A050536 | A091194 | PM | 0.0813953488372093 | 0
A050536 | A059995 | PM | 0.0679611650485437 | 0
A001020 | A055642 | 0T | 0.188679245283019 | 0
A002456 | A040000 | PM | 0.152380952380952 | 0
A135653 | A206244 | 0T | 0.116279069767442 | 0
A135653 | A055642 | 0T | 0.0943396226415094 | 0
A008860 | A029837 | PM | 0.333333333333333 | 0.8
A176501 | A130260 | PM | 0.178217821782178 | 0
A231179 | A130255 | PM | 0.24 | 0
A048211 | A130260 | PM | 0.247524752475248 | 0
A057084 | A048766 | PM | 0.19047619047619 | 0
A029837 | A008859 | PM | 0.194444444444444 | 0.794326241134752
A029837 | A008861 | PM | 0.205882352941176 | 0.805755395683453
A029837 | A008863 | PM | 0.2 | 0.8
A029837 | A131577 | 0F | 0.2 | 0
A029837 | A008862 | PM | 0.205882352941176 | 0.805755395683453
A029837 | A008860 | PM | 0.2 | 0.8
A029837 | A000079 | PM | 0.205882352941176 | 0.805755395683453
A000217 | A002024 | PM | 0.642857142857143 | 0.702898550724638
A247328 | A110654 | PM | 0.828947368421053 | 0.820143884892086
A247328 | A008619 | 0T | 0.84 | 0
A040000 | A006125 | 0T | 0.125 | 0
A040000 | A003319 | PM | 0.0952380952380952 | 0
A040000 | A005748 | 0T | 0.125 | 0
A040000 | A002467 | PM | 0.0952380952380952 | 0
A040000 | A217748 | 0T | 0.04 | 0
A040000 | A143642 | 0T | 0.0512820512820513 | 0
A040000 | A000601 | 0T | 0.04 | 0
A040000 | A134737 | 0T | 0.0869565217391304 | 0
A040000 | A046054 | 0T | 0.04 | 0
A040000 | A187224 | 0T | 0.0181818181818182 | 0
A040000 | A031218 | 0T | 0.0277777777777778 | 0
A040000 | A174687 | 0T | 0.0869565217391304 | 0
A040000 | A057961 | 0T | 0.0357142857142857 | 0
A040000 | A103586 | 0T | 0.02 | 0
A040000 | A187484 | 0T | 0.0208333333333333 | 0
A040000 | A082758 | 0T | 0.1 | 0
A040000 | A076025 | 0T | 0.08 | 0
A040000 | A049660 | PM | 0.105263157894737 | 0
A040000 | A005640 | 0T | 0.111111111111111 | 0
A040000 | A003278 | 0T | 0.0344827586206897 | 0
A040000 | A175944 | 0T | 0.0266666666666667 | 0
A040000 | A001353 | PM | 0.08 | 0
A040000 | A053295 | 0T | 0.0714285714285714 | 0
A040000 | A132781 | PM | 0.0273972602739726 | 0
A040000 | A000127 | 0T | 0.0454545454545455 | 0
A040000 | A001793 | 0T | 0.0714285714285714 | 0
A040000 | A156253 | 0T | 0.027027027027027 | 0
A040000 | A140480 | 0T | 0.0540540540540541 | 0
A040000 | A055099 | 0T | 0.0833333333333333 | 0
A040000 | A006012 | 0T | 0.08 | 0
A040000 | A032351 | 0T | 0.0666666666666667 | 0
A040000 | A003136 | PM | 0.03125 | 0
A040000 | A055997 | 0T | 0.0833333333333333 | 0
A040000 | A006516 | PM | 0.0833333333333333 | 0
A040000 | A002458 | 0T | 0.105263157894737 | 0
A040000 | A002658 | 0T | 0.2 | 0
A040000 | A127235 | 0T | 0.285714285714286 | 0
A040000 | A015723 | 0T | 0.04 | 0
A040000 | A058378 | PM | 0.153846153846154 | 0
A040000 | A022917 | 0T | 0.0769230769230769 | 0
A040000 | A161704 | 0T | 0.0555555555555556 | 0
A040000 | A024166 | PM | 0.0555555555555556 | 0
A040000 | A057084 | 0T | 0.1 | 0
A040000 | A060075 | 0T | 0.142857142857143 | 0
A040000 | A212560 | PM | 0.0571428571428571 | 0
A040000 | A226227 | 0T | 0.032258064516129 | 0
A040000 | A001788 | PM | 0.0740740740740741 | 0
A040000 | A002449 | 0T | 0.117647058823529 | 0
A040000 | A000629 | 0T | 0.1 | 0
A040000 | A141468 | PM | 0.0303030303030303 | 0
A040000 | A054243 | 0T | 0.0555555555555556 | 0
A040000 | A071383 | PM | 0.0740740740740741 | 0
A040000 | A000110 | 0T | 0.0740740740740741 | 0
A040000 | A001075 | 0T | 0.0740740740740741 | 0
A040000 | A001297 | PM | 0.0645161290322581 | 0
A040000 | A007745 | 0T | 0.04 | 0
A040000 | A212393 | 0T | 0.0512820512820513 | 0
A040000 | A096060 | 0T | 0.111111111111111 | 0
A040000 | A098746 | 0T | 0.0769230769230769 | 0
A040000 | A000055 | 0T | 0.0540540540540541 | 0
A040000 | A202110 | PM | 0.0317460317460317 | 0
A040000 | A056525 | 0T | 0.0357142857142857 | 0
A040000 | A173290 | 0T | 0.0384615384615385 | 0
A040000 | A024283 | PM | 0.125 | 0
A040000 | A145920 | PM | 0.0526315789473684 | 0
A040000 | A173226 | 0T | 0.133333333333333 | 0
A040000 | A173125 | 0T | 0.0571428571428571 | 0
A040000 | A002439 | 0T | 0.166666666666667 | 0
A040000 | A142239 | 0T | 0.0714285714285714 | 0
A040000 | A060719 | 0T | 0.0869565217391304 | 0
A040000 | A115384 | PM | 0.0263157894736842 | 0
A040000 | A026430 | PM | 0.0317460317460317 | 0
A040000 | A060150 | 0T | 0.1 | 0
A040000 | A129871 | 0T | 0.2 | 0
A040000 | A097476 | 0T | 0.285714285714286 | 0
A040000 | A091406 | 0T | 0.181818181818182 | 0
A040000 | A003517 | 0T | 0.0833333333333333 | 0
A040000 | A140325 | 0T | 0.0909090909090909 | 0
A040000 | A061547 | PM | 0.0625 | 0
A040000 | A000698 | 0T | 0.1 | 0
A040000 | A130253 | 0T | 0.02 | 0
A040000 | A001653 | 0T | 0.0869565217391304 | 0
A040000 | A005156 | 0T | 0.133333333333333 | 0
A040000 | A070089 | 0T | 0.032258064516129 | 0
A040000 | A016754 | 0T | 0.0454545454545455 | 0
A040000 | A033638 | 0T | 0.0338983050847458 | 0
A040000 | A048788 | PM | 0.0588235294117647 | 0
A040000 | A063521 | PM | 0.0526315789473684 | 0
A040000 | A049401 | 0T | 0.0740740740740741 | 0
A040000 | A000744 | 0T | 0.0909090909090909 | 0
A040000 | A068875 | 0T | 0.0769230769230769 | 0
A040000 | A007559 | 0T | 0.111111111111111 | 0
A040000 | A000788 | PM | 0.0317460317460317 | 0
A040000 | A001477 | PM | 0.0256410256410256 | 0
A040000 | A000961 | 0T | 0.03125 | 0
A040000 | A000196 | PM | 0.0196078431372549 | 0
A040000 | A051838 | 0T | 0.0357142857142857 | 0
A040000 | A105317 | PM | 0.0377358490566038 | 0
A040000 | A002409 | 0T | 0.0869565217391304 | 0
A040000 | A007623 | PM | 0.0392156862745098 | 0
A040000 | A015356 | 0T | 0.166666666666667 | 0
A040000 | A048144 | 0T | 0.117647058823529 | 0
A040000 | A001761 | 0T | 0.111111111111111 | 0
A040000 | A245489 | 0T | 0.0769230769230769 | 0
A040000 | A001452 | 0T | 0.05 | 0
A040000 | A122408 | 0T | 0.0666666666666667 | 0
A040000 | A005230 | 0T | 0.0571428571428571 | 0
A040000 | A001448 | 0T | 0.117647058823529 | 0
A040000 | A005409 | 0T | 0.0645161290322581 | 0
A040000 | A219601 | 0T | 0.0416666666666667 | 0
A040000 | A003480 | 0T | 0.08 | 0
A040000 | A000379 | 0T | 0.0294117647058824 | 0
A040000 | A001614 | 0T | 0.0298507462686567 | 0
A040000 | A109456 | PM | 0.181818181818182 | 0
A040000 | A182974 | 0T | 0.105263157894737 | 0
A040000 | A002694 | 0T | 0.0833333333333333 | 0
A040000 | A202113 | PM | 0.032258064516129 | 0
A040000 | A136281 | 0T | 0.0952380952380952 | 0
A040000 | A001924 | PM | 0.0526315789473684 | 0
A040000 | A008859 | 0T | 0.0555555555555556 | 0
A040000 | A034885 | 0T | 0.0384615384615385 | 0
A040000 | A002093 | 0T | 0.0363636363636364 | 0
A040000 | A006600 | 0T | 0.0540540540540541 | 0
A040000 | A180516 | PM | 0.0416666666666667 | 0
A040000 | A230955 | 0T | 0.0833333333333333 | 0
A040000 | A118594 | PM | 0.0512820512820513 | 0
A040000 | A071679 | 0T | 0.0555555555555556 | 0
A040000 | A118301 | 0T | 0.0344827586206897 | 0
A040000 | A083483 | PM | 0.105263157894737 | 0
A040000 | A018819 | 0T | 0.0333333333333333 | 0
A040000 | A051865 | PM | 0.0465116279069767 | 0
A040000 | A127670 | 0T | 0.117647058823529 | 0
A040000 | A002174 | 0T | 0.0317460317460317 | 0
A040000 | A053506 | PM | 0.111111111111111 | 0
A040000 | A001392 | 0T | 0.0833333333333333 | 0
A040000 | A059435 | 0T | 0.1 | 0
A040000 | A006480 | 0T | 0.117647058823529 | 0
A040000 | A004466 | PM | 0.0606060606060606 | 0
A040000 | A254142 | 0T | 0.0714285714285714 | 0
A040000 | A000567 | PM | 0.0454545454545455 | 0
A040000 | A005318 | PM | 0.0588235294117647 | 0
A040000 | A080605 | 0T | 0.027027027027027 | 0
A040000 | A037124 | 0T | 0.0434782608695652 | 0
A040000 | A062206 | 0T | 0.142857142857143 | 0
A040000 | A100706 | 0T | 0.166666666666667 | 0
A040000 | A156142 | 0T | 0.0869565217391304 | 0
A040000 | A033890 | 0T | 0.0909090909090909 | 0
A040000 | A062318 | PM | 0.0571428571428571 | 0
A040000 | A129763 | 0T | 0.105263157894737 | 0
A040000 | A000311 | PM | 0.1 | 0
A040000 | A000217 | PM | 0.037037037037037 | 0
A040000 | A001609 | 0T | 0.0476190476190476 | 0
A040000 | A001935 | 0T | 0.04 | 0
A040000 | A001006 | 0T | 0.0666666666666667 | 0
A040000 | A152537 | 0T | 0.0555555555555556 | 0
A040000 | A001541 | 0T | 0.0869565217391304 | 0
A040000 | A100188 | 0T | 0.0625 | 0
A040000 | A013322 | 0T | 0.0285714285714286 | 0
A040000 | A000290 | PM | 0.0392156862745098 | 0
A040000 | A003600 | 0T | 0.0444444444444444 | 0
A040000 | A014481 | 0T | 0.111111111111111 | 0
A040000 | A133464 | 0T | 0.0526315789473684 | 0
A040000 | A225651 | 0T | 0.0333333333333333 | 0
A040000 | A000178 | 0T | 0.153846153846154 | 0
A040000 | A152113 | 0T | 0.0487804878048781 | 0
A040000 | A036361 | PM | 0.105263157894737 | 0
A040000 | A000289 | 0T | 0.2 | 0
A040000 | A002530 | PM | 0.0555555555555556 | 0
A040000 | A000272 | 0T | 0.1 | 0
A040000 | A014166 | PM | 0.0645161290322581 | 0
A040000 | A052129 | 0T | 0.222222222222222 | 0
A040000 | A245888 | 0T | 0.25 | 0
A040000 | A099250 | 0T | 0.0952380952380952 | 0
A040000 | A000273 | 0T | 0.142857142857143 | 0
A040000 | A161712 | 0T | 0.05 | 0
A040000 | A217275 | 0T | 0.08 | 0
A040000 | A002105 | 0T | 0.125 | 0
A040000 | A230961 | 0T | 0.0952380952380952 | 0
A040000 | A051240 | 0T | 0.2 | 0
A040000 | A014117 | 0T | 0.4 | 0
A040000 | A054852 | 0T | 0.285714285714286 | 0
A040000 | A005380 | 0T | 0.0625 | 0
A040000 | A001680 | 0T | 0.0769230769230769 | 0
A040000 | A000718 | 0T | 0.0909090909090909 | 0
A040000 | A032443 | 0T | 0.0769230769230769 | 0
A040000 | A027306 | 0T | 0.0606060606060606 | 0
A040000 | A001787 | PM | 0.0666666666666667 | 0
A040000 | A065090 | 0T | 0.028169014084507 | 0
A040000 | A161703 | 0T | 0.0487804878048781 | 0
A040000 | A174864 | 0T | 0.222222222222222 | 0
A040000 | A184535 | 0T | 0.0317460317460317 | 0
A040000 | A051924 | 0T | 0.0833333333333333 | 0
A040000 | A034891 | 0T | 0.0384615384615385 | 0
A040000 | A083355 | 0T | 0.1 | 0
A040000 | A007088 | PM | 0.05 | 0
A040000 | A100175 | 0T | 0.0625 | 0
A040000 | A030662 | 0T | 0.0769230769230769 | 0
A040000 | A237616 | PM | 0.0487804878048781 | 0
A040000 | A001083 | 0T | 0.0526315789473684 | 0
A040000 | A001107 | PM | 0.0425531914893617 | 0
A040000 | A003827 | 0T | 0.4 | 0
